"No.","Time","Source","Destination","Protocol","Length","Info"
"2650","80.055088","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5187/17172, ttl=128 (reply in 2651)"
"2651","80.062914","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5187/17172, ttl=255 (request in 2650)"
"2682","81.058193","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5188/17428, ttl=128 (reply in 2685)"
"2685","81.151110","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5188/17428, ttl=255 (request in 2682)"
"2736","82.063306","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5189/17684, ttl=128 (reply in 2741)"
"2741","82.174197","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5189/17684, ttl=255 (request in 2736)"
"2763","82.732746","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5190/17940, ttl=255 (no response found!)"
"2779","83.083006","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5191/18196, ttl=128 (reply in 2789)"
"2789","83.408174","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5191/18196, ttl=255 (request in 2779)"
"2799","83.701986","fe80::9ce8:18ff:fe7f:9001","2401:4900:8091:bde9:b041:9eb7:bb0d:88cc","ICMPv6","86","Neighbor Solicitation for 2401:4900:8091:bde9:b041:9eb7:bb0d:88cc from 9e:e8:18:7f:90:01"
"2800","83.702059","2401:4900:8091:bde9:b041:9eb7:bb0d:88cc","fe80::9ce8:18ff:fe7f:9001","ICMPv6","86","Neighbor Advertisement 2401:4900:8091:bde9:b041:9eb7:bb0d:88cc (sol, ovr) is at 10:5f:ad:58:d6:c1"
"2808","84.086551","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5192/18452, ttl=128 (reply in 2813)"
"2813","84.331962","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5192/18452, ttl=255 (request in 2808)"
"2824","85.095503","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5193/18708, ttl=128 (no response found!)"
"2829","85.733549","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5194/18964, ttl=255 (no response found!)"
"2908","88.737857","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5195/19220, ttl=255 (no response found!)"
"2934","89.746782","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5196/19476, ttl=128 (reply in 2935)"
"2935","89.786264","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5196/19476, ttl=255 (request in 2934)"
"2958","90.753431","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5197/19732, ttl=128 (reply in 2959)"
"2959","90.776411","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5197/19732, ttl=255 (request in 2958)"
"2995","91.738455","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5198/19988, ttl=255 (no response found!)"
"2998","91.771550","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5199/20244, ttl=128 (reply in 3001)"
"3001","91.803273","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5199/20244, ttl=255 (request in 2998)"
"3025","92.780842","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5200/20500, ttl=128 (reply in 3027)"
"3027","92.827558","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5200/20500, ttl=255 (request in 3025)"
"3059","93.790538","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5201/20756, ttl=128 (reply in 3060)"
"3060","93.848398","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5201/20756, ttl=255 (request in 3059)"
"3088","94.743266","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5202/21012, ttl=255 (no response found!)"
"3089","94.800515","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5203/21268, ttl=128 (reply in 3092)"
"3092","94.880106","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5203/21268, ttl=255 (request in 3089)"
"3118","95.810441","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5204/21524, ttl=128 (reply in 3120)"
"3120","95.898098","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5204/21524, ttl=255 (request in 3118)"
"3142","96.827262","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5205/21780, ttl=128 (reply in 3144)"
"3144","96.921328","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5205/21780, ttl=255 (request in 3142)"
"3168","97.733791","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5206/22036, ttl=255 (no response found!)"
"3172","97.831992","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5207/22292, ttl=128 (reply in 3176)"
"3176","97.943494","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5207/22292, ttl=255 (request in 3172)"
"3204","98.849733","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5208/22548, ttl=128 (reply in 3208)"
"3208","98.970661","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5208/22548, ttl=255 (request in 3204)"
"3233","99.854996","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5209/22804, ttl=128 (reply in 3237)"
"3237","99.991767","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5209/22804, ttl=255 (request in 3233)"
"3254","100.745832","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5210/23060, ttl=255 (no response found!)"
"3258","100.862130","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5211/23316, ttl=128 (reply in 3262)"
"3262","101.015653","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5211/23316, ttl=255 (request in 3258)"
"3290","101.870759","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5212/23572, ttl=128 (reply in 3293)"
"3293","102.039482","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5212/23572, ttl=255 (request in 3290)"
"3314","102.878308","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5213/23828, ttl=128 (reply in 3317)"
"3317","102.889691","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5213/23828, ttl=255 (request in 3314)"
"3348","103.737399","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5214/24084, ttl=255 (no response found!)"
"3355","103.898391","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5215/24340, ttl=128 (reply in 3356)"
"3356","103.911756","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5215/24340, ttl=255 (request in 3355)"
"3387","104.916246","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5216/24596, ttl=128 (reply in 3390)"
"3390","105.113814","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5216/24596, ttl=255 (request in 3387)"
"3413","105.920426","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5217/24852, ttl=128 (reply in 3416)"
"3416","105.931282","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5217/24852, ttl=255 (request in 3413)"
"3437","106.733833","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5218/25108, ttl=255 (no response found!)"
"3443","106.923666","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5219/25364, ttl=128 (reply in 3445)"
"3445","106.953835","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5219/25364, ttl=255 (request in 3443)"
"3473","107.929245","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5220/25620, ttl=128 (reply in 3476)"
"3476","107.982773","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5220/25620, ttl=255 (request in 3473)"
"3495","108.936353","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5221/25876, ttl=128 (reply in 3498)"
"3498","109.002497","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5221/25876, ttl=255 (request in 3495)"
"3515","109.747584","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5222/26132, ttl=255 (no response found!)"
"3522","109.945994","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5223/26388, ttl=128 (reply in 3527)"
"3527","110.137872","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5223/26388, ttl=255 (request in 3522)"
"3549","110.951477","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5224/26644, ttl=128 (reply in 3553)"
"3553","111.055501","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5224/26644, ttl=255 (request in 3549)"
"3579","111.955213","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5225/26900, ttl=128 (reply in 3583)"
"3583","112.089479","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5225/26900, ttl=255 (request in 3579)"
"3600","112.737405","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5226/27156, ttl=255 (no response found!)"
"3607","112.965490","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5227/27412, ttl=128 (reply in 3610)"
"3610","113.105067","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5227/27412, ttl=255 (request in 3607)"
"3631","113.972336","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5228/27668, ttl=128 (reply in 3640)"
"3640","114.137922","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5228/27668, ttl=255 (request in 3631)"
"3662","114.975817","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5229/27924, ttl=128 (reply in 3664)"
"3664","115.050249","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5229/27924, ttl=255 (request in 3662)"
"3681","115.742455","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5230/28180, ttl=255 (no response found!)"
"3688","115.992193","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5231/28436, ttl=128 (reply in 3691)"
"3691","116.021165","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5231/28436, ttl=255 (request in 3688)"
"3718","116.997129","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5232/28692, ttl=128 (reply in 3726)"
"3726","117.297583","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5232/28692, ttl=255 (request in 3718)"
"3762","118.010691","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5233/28948, ttl=128 (reply in 3763)"
"3763","118.227159","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5233/28948, ttl=255 (request in 3762)"
"3786","118.732617","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5234/29204, ttl=255 (no response found!)"
"3796","119.014905","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5235/29460, ttl=128 (reply in 3797)"
"3797","119.044899","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5235/29460, ttl=255 (request in 3796)"
"3822","120.033199","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5236/29716, ttl=128 (reply in 3823)"
"3823","120.062449","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5236/29716, ttl=255 (request in 3822)"
"3847","121.038806","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5237/29972, ttl=128 (reply in 3848)"
"3848","121.090605","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5237/29972, ttl=255 (request in 3847)"
"3868","121.741607","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5238/30228, ttl=255 (no response found!)"
"3876","122.045284","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5239/30484, ttl=128 (reply in 3879)"
"3879","122.120426","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5239/30484, ttl=255 (request in 3876)"
"3897","122.901408","fe80::9ce8:18ff:fe7f:9001","2401:4900:8091:bde9:b041:9eb7:bb0d:88cc","ICMPv6","86","Neighbor Solicitation for 2401:4900:8091:bde9:b041:9eb7:bb0d:88cc from 9e:e8:18:7f:90:01"
"3898","122.901539","2401:4900:8091:bde9:b041:9eb7:bb0d:88cc","fe80::9ce8:18ff:fe7f:9001","ICMPv6","86","Neighbor Advertisement 2401:4900:8091:bde9:b041:9eb7:bb0d:88cc (sol, ovr) is at 10:5f:ad:58:d6:c1"
"3906","123.051860","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5240/30740, ttl=128 (reply in 3909)"
"3909","123.134724","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5240/30740, ttl=255 (request in 3906)"
"3930","124.055708","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5241/30996, ttl=128 (reply in 3934)"
"3934","124.157873","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5241/30996, ttl=255 (request in 3930)"
"3942","124.743887","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5242/31252, ttl=255 (no response found!)"
"3954","125.072840","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5243/31508, ttl=128 (reply in 3958)"
"3958","125.181617","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5243/31508, ttl=255 (request in 3954)"
"3981","126.078086","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5244/31764, ttl=128 (reply in 3984)"
"3984","126.206240","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5244/31764, ttl=255 (request in 3981)"
"4005","127.093549","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5245/32020, ttl=128 (reply in 4009)"
"4009","127.233845","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5245/32020, ttl=255 (request in 4005)"
"4020","127.737342","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5246/32276, ttl=255 (no response found!)"
"4028","128.107117","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5247/32532, ttl=128 (reply in 4034)"
"4034","128.386460","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5247/32532, ttl=255 (request in 4028)"
"4059","129.124395","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5248/32788, ttl=128 (reply in 4060)"
"4060","129.278193","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5248/32788, ttl=255 (request in 4059)"
"4082","130.139405","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5249/33044, ttl=128 (reply in 4087)"
"4087","130.302452","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5249/33044, ttl=255 (request in 4082)"
"4101","130.735437","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5250/33300, ttl=255 (no response found!)"
"4113","131.154532","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5251/33556, ttl=128 (reply in 4117)"
"4117","131.327747","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5251/33556, ttl=255 (request in 4113)"
"4137","132.166489","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5252/33812, ttl=128 (reply in 4143)"
"4143","132.361425","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5252/33812, ttl=255 (request in 4137)"
"4161","133.179887","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5253/34068, ttl=128 (reply in 4167)"
"4167","133.382638","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5253/34068, ttl=255 (request in 4161)"
"4175","133.744794","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5254/34324, ttl=255 (no response found!)"
"4191","134.197058","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5255/34580, ttl=128 (reply in 4196)"
"4196","134.402634","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5255/34580, ttl=255 (request in 4191)"
"4220","135.210658","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5256/34836, ttl=128 (reply in 4226)"
"4226","135.428119","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5256/34836, ttl=255 (request in 4220)"
"4241","136.032242","fe80::9ce8:18ff:fe7f:9001","ff02::1","ICMPv6","142","Router Advertisement from 9e:e8:18:7f:90:01"
"4247","136.228290","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5257/35092, ttl=128 (reply in 4253)"
"4253","136.457069","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5257/35092, ttl=255 (request in 4247)"
"4256","136.732387","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5258/35348, ttl=255 (no response found!)"
"4269","137.241465","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5259/35604, ttl=128 (reply in 4270)"
"4270","137.266216","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5259/35604, ttl=255 (request in 4269)"
"4302","138.244795","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5260/35860, ttl=128 (reply in 4303)"
"4303","138.312332","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5260/35860, ttl=255 (request in 4302)"
"4328","139.259140","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5261/36116, ttl=128 (reply in 4329)"
"4329","139.313037","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5261/36116, ttl=255 (request in 4328)"
"4347","139.733187","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5262/36372, ttl=255 (no response found!)"
"4363","140.271174","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5263/36628, ttl=128 (reply in 4365)"
"4365","140.338809","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5263/36628, ttl=255 (request in 4363)"
"4389","141.286581","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5264/36884, ttl=128 (reply in 4390)"
"4390","141.363995","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5264/36884, ttl=255 (request in 4389)"
"4415","142.289947","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5265/37140, ttl=128 (reply in 4418)"
"4418","142.385533","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5265/37140, ttl=255 (request in 4415)"
"4427","142.739717","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5266/37396, ttl=255 (no response found!)"
"4440","143.307033","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5267/37652, ttl=128 (reply in 4446)"
"4446","143.513230","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5267/37652, ttl=255 (request in 4440)"
"4464","144.323280","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5268/37908, ttl=128 (reply in 4465)"
"4465","144.434914","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5268/37908, ttl=255 (request in 4464)"
"4491","145.333377","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5269/38164, ttl=128 (reply in 4495)"
"4495","145.457264","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5269/38164, ttl=255 (request in 4491)"
"4508","145.734343","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5270/38420, ttl=255 (no response found!)"
"4524","146.338240","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5271/38676, ttl=128 (reply in 4529)"
"4529","146.481433","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5271/38676, ttl=255 (request in 4524)"
"4556","147.351736","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5272/38932, ttl=128 (reply in 4560)"
"4560","147.507864","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5272/38932, ttl=255 (request in 4556)"
"4591","148.368004","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5273/39188, ttl=128 (reply in 4597)"
"4597","148.528610","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5273/39188, ttl=255 (request in 4591)"
"4598","148.744182","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5274/39444, ttl=255 (no response found!)"
"4614","149.372777","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5275/39700, ttl=128 (reply in 4619)"
"4619","149.552049","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5275/39700, ttl=255 (request in 4614)"
"4637","150.381110","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5276/39956, ttl=128 (reply in 4643)"
"4643","150.588625","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5276/39956, ttl=255 (request in 4637)"
"4663","151.395587","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5277/40212, ttl=128 (reply in 4670)"
"4670","151.600679","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5277/40212, ttl=255 (request in 4663)"
"4677","151.742423","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5278/40468, ttl=255 (no response found!)"
"4699","152.408381","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5279/40724, ttl=128 (reply in 4705)"
"4705","152.624974","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5279/40724, ttl=255 (request in 4699)"
"4733","153.419978","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5280/40980, ttl=128 (reply in 4735)"
"4735","153.443670","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5280/40980, ttl=255 (request in 4733)"
"4769","154.434554","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5281/41236, ttl=128 (reply in 4771)"
"4771","154.477258","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5281/41236, ttl=255 (request in 4769)"
"4774","154.734065","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5282/41492, ttl=255 (no response found!)"
"4792","155.451553","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5283/41748, ttl=128 (reply in 4795)"
"4795","155.496063","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5283/41748, ttl=255 (request in 4792)"
"4819","156.463680","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5284/42004, ttl=128 (reply in 4822)"
"4822","156.524744","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5284/42004, ttl=255 (request in 4819)"
"4847","157.476626","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5285/42260, ttl=128 (reply in 4849)"
"4849","157.541024","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5285/42260, ttl=255 (request in 4847)"
"4854","157.745078","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5286/42516, ttl=255 (no response found!)"
"4877","158.494814","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5287/42772, ttl=128 (reply in 4884)"
"4884","158.817104","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5287/42772, ttl=255 (request in 4877)"
"4904","159.507077","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5288/43028, ttl=128 (reply in 4908)"
"4908","159.589302","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5288/43028, ttl=255 (request in 4904)"
"4938","160.521533","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5289/43284, ttl=128 (reply in 4940)"
"4940","160.624008","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5289/43284, ttl=255 (request in 4938)"
"4946","160.743942","10.112.112.11","202.39.224.7","ICMP","58","Echo (ping) request  id=0x0001, seq=5290/43540, ttl=255 (no response found!)"
"4966","161.536083","10.112.112.11","10.112.112.19","ICMP","74","Echo (ping) request  id=0x0001, seq=5291/43796, ttl=128 (reply in 4970)"
"4970","161.647766","10.112.112.19","10.112.112.11","ICMP","74","Echo (ping) reply    id=0x0001, seq=5291/43796, ttl=255 (request in 4966)"
"4994","162.072503","fe80::9ce8:18ff:fe7f:9001","2401:4900:8091:bde9:b041:9eb7:bb0d:88cc","ICMPv6","86","Neighbor Solicitation for 2401:4900:8091:bde9:b041:9eb7:bb0d:88cc from 9e:e8:18:7f:90:01"
